dho_sum_travel,dho_avg_travel,dho_dev_travel,dho_sum_service,dho_avg_service,dho_dev_service,dho_obj,dho_rate,dho_visit,dh_sum_travel,dh_avg_travel,dh_dev_travel,dh_sum_service,dh_avg_service,dh_dev_service,dh_obj,dh_rate,dh_visit,sba_dh_sum_travel,sba_dh_avg_travel,sba_dh_dev_travel,sba_dh_sum_service,sba_dh_avg_service,sba_dh_dev_sercive,sba_dh_obj,sba_dh_rate,sba_dh_time,sba_dh_valid,sba_dh_visit
45114.238402326075,1879.759933430253,696.7867446542853,277440,11560,1490.701614793459,4624,384,250,58270.29738177229,2427.9290575738455,769.574844002539,281760,11740,2118.3422558792236,4696,384,253,50609.41112851942,2108.72546368831,809.0284163929257,232320,9680,1854.5361543593824,3872,384,2.46082033429827e-06,253,197,950
