#{"t_start": 1680175655.222561, "env_id": null}
r,l,t
-385608,3000,11.454448
-370832,3000,22.771821
-389848,3000,35.263735
-379840,3000,49.053166
-385752,3000,64.834854
-383728,3000,81.13692
-356704,3000,98.266242
-370568,3000,114.567785
-387588,3000,130.814755
-390388,3000,147.09716
-383660,3000,163.485326
-363552,3000,179.997192
-385352,3000,196.367392
-384756,3000,214.381477
-352536,3000,230.34519
-379824,3000,246.15433
-411888,3000,262.429037
-378812,3000,278.850457
-383624,3000,295.339945
-357420,3000,311.18976
-399792,3000,327.6111
-380564,3000,343.273871
-343268,3000,358.964297
-371376,3000,374.508308
-358512,3000,390.898634
-357608,3000,407.257223
-369600,3000,423.090782
-393864,3000,439.515899
-377696,3000,455.712355
-371728,3000,471.670129
-391648,3000,489.095527
-365256,3000,505.55958
-385640,3000,523.069414
-372544,3000,541.444752
-380648,3000,558.047391
-368700,3000,573.847197
-396668,3000,590.531681
-390572,3000,606.223442
-374432,3000,622.551684
-371516,3000,639.087335
-394532,3000,655.200761
-367540,3000,671.571224
-364452,3000,688.441852
-378568,3000,705.256899
-390740,3000,722.285156
-394600,3000,739.250962
-329492,3000,755.364689
-368588,3000,771.388537
-380612,3000,788.235467
-371592,3000,805.610259
-391588,3000,821.504507
-388612,3000,839.290979
-382720,3000,856.190111
-374664,3000,872.918325
-373656,3000,889.073261
-400724,3000,905.770072
-382284,3000,924.626898
-374676,3000,940.621561
-403680,3000,956.671575
-390776,3000,973.622569
-397656,3000,990.493581
-345400,3000,1006.813948
-385648,3000,1023.346822
-362704,3000,1039.79687
-378420,3000,1055.778245
-389800,3000,1071.731777
-362384,3000,1095.50977
-386860,3000,1111.863318
-363740,3000,1127.135927
-372692,3000,1143.799701
-319452,3000,1159.699207
-367436,3000,1175.718998
-344636,3000,1192.194535
-362388,3000,1208.198301
-372072,3000,1223.968301
-370576,3000,1240.186653
-359420,3000,1256.027227
-356456,3000,1271.800265
-323248,3000,1287.098782
-385672,3000,1303.431409
-371480,3000,1318.929828
-373828,3000,1335.337901
-394584,3000,1351.283758
-342408,3000,1367.655746
-354404,3000,1383.424445
-371596,3000,1399.178675
-348436,3000,1414.964217
-363644,3000,1431.681652
-415184,3000,1448.164409
-371588,3000,1464.503241
-352600,3000,1479.839608
-363528,3000,1495.564132
-414544,3000,1512.045989
-356576,3000,1528.385326
-366524,3000,1544.455371
-351428,3000,1560.013616
-399676,3000,1575.454417
-355380,3000,1591.327842
-345284,3000,1606.595967
-367540,3000,1622.783483
-378556,3000,1639.290154
-357440,3000,1655.792137
-369472,3000,1671.271916
-364604,3000,1686.91254
-360232,3000,1702.203609
-359728,3000,1718.631811
-368352,3000,1734.409827
-361444,3000,1750.53955
-344428,3000,1766.55415
-356504,3000,1782.484174
-369384,3000,1798.525687
-345276,3000,1814.011563
-371452,3000,1829.57585
-367232,3000,1845.209614
-341476,3000,1861.2623
-376632,3000,1878.550576
-362424,3000,1894.469334
-340596,3000,1911.096807
-353576,3000,1927.568956
-378328,3000,1942.806367
-359316,3000,1959.095352
-372540,3000,1975.281463
-374392,3000,1991.99004
-349580,3000,2007.997806
-390560,3000,2023.94745
-349436,3000,2039.468061
-348220,3000,2055.270149
-393252,3000,2070.86228
-337060,3000,2086.801781
-381464,3000,2102.780298
-354012,3000,2119.786905
-347328,3000,2135.568219
-366388,3000,2151.910099
-353532,3000,2175.087256
-363392,3000,2191.334985
-357380,3000,2206.660945
-343456,3000,2222.095979
-343380,3000,2238.615398
-347372,3000,2253.910977
-340204,3000,2269.561099
-325308,3000,2285.445426
-346416,3000,2300.714301
-354452,3000,2316.483706
-317008,3000,2332.98034
-348460,3000,2349.047099
-354232,3000,2364.643037
-337160,3000,2380.630749
-368480,3000,2396.857999
-339460,3000,2412.274254
-337268,3000,2427.619358
-365264,3000,2443.258137
-365308,3000,2458.611727
-347288,3000,2474.935803
-357040,3000,2490.188556
-370084,3000,2506.116453
-333456,3000,2522.17165
-371184,3000,2538.663638
-330296,3000,2554.391196
-348300,3000,2570.128746
-374268,3000,2585.588434
-333440,3000,2600.830859
-365688,3000,2616.316031
-333236,3000,2631.834522
-322172,3000,2647.208454
-363120,3000,2662.709371
-338176,3000,2678.964799
-348400,3000,2694.6816
-369504,3000,2710.076223
-346228,3000,2725.552102
-368332,3000,2741.834629
-358404,3000,2758.700914
-376292,3000,2774.445626
-366068,3000,2791.12446
-369512,3000,2806.685654
-366624,3000,2822.868595
-369248,3000,2838.823034
-347116,3000,2854.179904
-347228,3000,2871.12468
-356096,3000,2886.78106
-354600,3000,2902.808728
-339384,3000,2919.007459
-346284,3000,2934.262871
-320216,3000,2950.761613
-340304,3000,2966.767104
-364220,3000,2983.426331
-360312,3000,2999.042969
-342296,3000,3014.598803
-353312,3000,3030.890282
-349296,3000,3047.232858
-359408,3000,3062.589328
-343092,3000,3078.401267
-313172,3000,3094.491882
-339208,3000,3109.943554
-338136,3000,3127.000652
-337256,3000,3144.076267
-350148,3000,3159.187326
-361300,3000,3174.675582
-336548,3000,3190.826352
-328408,3000,3205.766237
-372312,3000,3221.937936
-320408,3000,3245.224328
-379144,3000,3261.477513
-341396,3000,3276.809705
-362252,3000,3293.129997
-384248,3000,3309.39496
-344384,3000,3325.082425
-343136,3000,3340.745546
-314004,3000,3356.337059
-342164,3000,3371.889834
-320516,3000,3387.238752
-331208,3000,3403.455801
-346148,3000,3419.100825
-362328,3000,3434.189564
-333288,3000,3449.998158
-358536,3000,3465.418983
-335244,3000,3481.30074
-339196,3000,3497.441702
-352208,3000,3513.672934
-343276,3000,3530.361006
-341336,3000,3545.979315
-374448,3000,3561.995111
-332104,3000,3578.158671
-328104,3000,3594.738394
-341500,3000,3610.062708
-319904,3000,3626.010677
-333396,3000,3641.36471
-343232,3000,3656.549593
-362480,3000,3672.628515
-336308,3000,3687.979942
-334348,3000,3703.326214
-357372,3000,3719.20503
-312280,3000,3735.931881
-326180,3000,3751.706186
-316264,3000,3767.371834
-361508,3000,3782.182656
-328420,3000,3797.908767
-348088,3000,3814.327752
-342348,3000,3830.108105
-343040,3000,3845.445907
-344300,3000,3861.133621
-347220,3000,3876.170312
-321200,3000,3892.066069
-346204,3000,3907.914548
-307948,3000,3923.346561
-350372,3000,3938.887752
-340196,3000,3953.944368
-327196,3000,3969.67758
-356356,3000,3985.713675
-315500,3000,4002.836907
-344260,3000,4018.44121
-317144,3000,4033.846946
-317112,3000,4049.636369
-323264,3000,4065.102628
-323156,3000,4080.945009
-322080,3000,4096.832153
-316004,3000,4111.864847
-376188,3000,4127.085599
-342028,3000,4141.853728
-322256,3000,4157.402113
-307088,3000,4173.04437
-334320,3000,4188.461711
-304068,3000,4203.775183
-351084,3000,4219.430961
-334952,3000,4235.113627
-368404,3000,4250.532318
-351252,3000,4266.113577
