#{"t_start": 1676137650.8692534, "env_id": null}
r,l,t
3422,3000,17.657808
3698,3000,33.899461
3048,3000,50.18299
3382,3000,66.841234
3226,3000,83.855355
3462,3000,100.467194
3088,3000,117.418528
3152,3000,133.810232
3610,3000,151.099063
3638,3000,167.414684
3662,3000,184.10372
3288,3000,200.587819
3056,3000,217.125328
3500,3000,234.222126
2874,3000,251.39241
3274,3000,267.665786
3096,3000,284.997091
3622,3000,302.201076
3364,3000,319.02906
4334,3000,335.520156
3298,3000,352.424375
3748,3000,368.643639
3484,3000,385.284095
3444,3000,402.469226
3224,3000,418.930548
3412,3000,435.57005
3736,3000,453.218409
3118,3000,469.576732
3344,3000,486.737436
3290,3000,503.983258
3722,3000,520.782788
3240,3000,537.054648
3650,3000,553.682094
3708,3000,569.816798
3498,3000,586.700046
3766,3000,602.656141
3516,3000,619.140963
3802,3000,636.361563
3520,3000,652.682316
3444,3000,668.912655
3370,3000,685.355849
3748,3000,702.438949
3342,3000,720.283558
3882,3000,736.926935
3662,3000,753.531658
3150,3000,770.80969
3544,3000,787.740264
3974,3000,805.487554
3772,3000,822.593434
3598,3000,841.393408
3674,3000,859.725041
3484,3000,877.578907
3552,3000,898.121714
3056,3000,917.364119
3586,3000,938.365346
3658,3000,957.869754
3786,3000,978.876069
4788,3000,998.606761
3660,3000,1018.863593
3366,3000,1039.437893
3740,3000,1059.69906
3638,3000,1080.903232
3612,3000,1102.254666
3654,3000,1122.184311
3682,3000,1141.695762
3452,3000,1161.493202
3824,3000,1195.412145
3260,3000,1215.412705
3154,3000,1236.096262
3438,3000,1255.686409
3862,3000,1275.996948
4240,3000,1296.862589
3546,3000,1316.672295
3984,3000,1336.284693
3760,3000,1355.542316
3638,3000,1375.189718
4216,3000,1394.142508
3652,3000,1413.397323
3790,3000,1432.924644
3278,3000,1453.183536
3766,3000,1473.179585
3070,3000,1493.159564
3716,3000,1512.669567
3774,3000,1532.261251
4454,3000,1551.659147
3366,3000,1572.185792
4062,3000,1593.058116
3766,3000,1612.996248
3202,3000,1632.725309
3972,3000,1652.82802
3560,3000,1673.16811
3754,3000,1692.791823
3604,3000,1712.355197
3588,3000,1732.499373
3790,3000,1751.882943
3724,3000,1770.95331
3120,3000,1790.372247
4018,3000,1809.052419
3244,3000,1828.823757
3458,3000,1849.586215
3526,3000,1869.642609
3616,3000,1889.373832
4532,3000,1909.226028
3852,3000,1928.275434
3336,3000,1948.20782
4136,3000,1968.256046
4070,3000,1987.83882
3608,3000,2007.09602
