#{"t_start": 1680247639.5456479, "env_id": null}
r,l,t
-386856,3000,21.331012
-370896,3000,41.246354
-372952,3000,62.30577
-353548,3000,82.235492
-383768,3000,101.975245
-387136,3000,122.949389
-371932,3000,144.131912
-333496,3000,165.194987
-375756,3000,185.963758
-405732,3000,206.621291
-365720,3000,227.276345
-361500,3000,247.986413
-386752,3000,267.979238
-383676,3000,288.234044
-348536,3000,308.977794
-340616,3000,329.328904
-393936,3000,350.079322
-342852,3000,371.47482
-358592,3000,392.085917
-354488,3000,412.093492
-378648,3000,431.842039
-357208,3000,452.482472
-380696,3000,473.804228
-360460,3000,494.787305
-348660,3000,515.780775
-370848,3000,536.607327
-354836,3000,557.595036
-368864,3000,578.849036
-370952,3000,598.946293
-355692,3000,619.126495
-401688,3000,639.623787
-371560,3000,659.677661
-385912,3000,680.983062
-350404,3000,702.030478
-349576,3000,723.510839
-364604,3000,745.862008
-376764,3000,767.329577
-367652,3000,789.227618
-362636,3000,809.909541
-376924,3000,830.279582
-390712,3000,851.400473
-343288,3000,871.256902
-354644,3000,892.809122
-399996,3000,914.258632
-373784,3000,934.28891
-362364,3000,955.254339
-352708,3000,975.962658
-377736,3000,998.260696
-380732,3000,1020.233124
-365780,3000,1041.371015
-356572,3000,1062.897772
-377640,3000,1084.326963
-360800,3000,1106.047126
-361776,3000,1126.715197
-381836,3000,1147.550817
-377696,3000,1167.747633
-365380,3000,1188.791633
-324120,3000,1209.011107
-363212,3000,1228.622217
-347404,3000,1250.251976
-377660,3000,1271.638469
-361860,3000,1292.339138
-370948,3000,1313.633869
-356552,3000,1334.311352
-329436,3000,1356.52253
-361000,3000,1379.003103
-385728,3000,1409.812552
-366892,3000,1431.779636
-351744,3000,1452.968314
-367548,3000,1473.658062
-332372,3000,1494.965174
-359564,3000,1515.629964
-349948,3000,1536.643983
-369476,3000,1557.161213
-388648,3000,1577.597436
-342692,3000,1598.38249
-354308,3000,1619.026078
-337764,3000,1640.113343
-341584,3000,1660.605601
-369800,3000,1681.987638
-364380,3000,1702.122767
-340808,3000,1722.476433
-344120,3000,1743.077615
-370832,3000,1763.703922
-348412,3000,1785.658842
-353484,3000,1806.585437
-390660,3000,1827.343705
-338684,3000,1847.827067
-380624,3000,1868.125696
-358468,3000,1887.80171
-358660,3000,1908.850726
-354536,3000,1929.107076
-363460,3000,1949.316708
-340536,3000,1970.004915
-355608,3000,1990.391141
-351688,3000,2010.951302
-367620,3000,2032.394746
-357376,3000,2053.36356
-356644,3000,2074.79153
-345772,3000,2096.0828
-371052,3000,2116.966582
-387732,3000,2137.631426
-365608,3000,2158.665407
-352524,3000,2179.285116
-379720,3000,2200.512283
-368712,3000,2221.337738
-344296,3000,2242.975442
-371844,3000,2264.58409
-342660,3000,2285.146419
-356652,3000,2306.316252
-349228,3000,2326.061116
-358260,3000,2346.885589
-357552,3000,2367.323133
-362560,3000,2387.877261
-335456,3000,2407.393485
-371696,3000,2428.203289
-380488,3000,2449.566907
-350856,3000,2470.547827
-349456,3000,2491.280884
-371400,3000,2512.263023
-344552,3000,2532.36829
-350460,3000,2552.66573
-376720,3000,2572.323851
-322204,3000,2593.839146
-363648,3000,2614.543107
-367692,3000,2634.754592
-352240,3000,2655.351239
