#{"t_start": 1680429449.1102438, "env_id": null}
r,l,t
-548541,3000,38.618235
-584521,3000,76.981056
-552528,3000,114.774614
-600525,3000,152.831372
-516542,3000,190.257017
-543548,3000,230.041801
-549525,3000,272.574437
-571535,3000,313.011704
-495531,3000,351.861305
-570529,3000,390.865882
-592533,3000,432.795521
-514534,3000,472.184283
-518538,3000,512.251956
-519541,3000,550.930942
-584526,3000,590.58478
-583538,3000,633.529582
-538537,3000,674.314406
-514537,3000,712.618645
-577507,3000,751.679853
-553536,3000,792.761489
-604541,3000,833.961258
-626524,3000,873.114208
-642544,3000,915.27227
-534541,3000,953.263615
-547523,3000,996.553992
-502542,3000,1032.634474
-560527,3000,1069.88279
-533538,3000,1109.979758
-617549,3000,1152.647496
-512546,3000,1193.807043
-555526,3000,1230.914503
-570532,3000,1272.440953
-531553,3000,1309.796154
-566544,3000,1350.345042
-568538,3000,1391.562052
-506518,3000,1434.50961
-533527,3000,1472.331024
-581546,3000,1509.42299
-618539,3000,1549.975847
-568540,3000,1591.255796
-512560,3000,1628.647745
-520509,3000,1669.284825
-550539,3000,1709.266676
-512523,3000,1746.03251
-576553,3000,1785.795995
-505518,3000,1823.510967
-476520,3000,1862.884987
-518543,3000,1902.964595
-557514,3000,1943.579084
-574546,3000,1984.63361
-559540,3000,2023.896145
-518530,3000,2064.519512
-525541,3000,2101.541767
-574528,3000,2144.184812
-589547,3000,2182.442603
-517549,3000,2220.700035
-573516,3000,2259.655386
-580525,3000,2298.34941
-522527,3000,2337.084495
-563543,3000,2378.768821
-518531,3000,2416.547872
-468557,3000,2454.153829
-475543,3000,2495.001807
-449533,3000,2532.575353
-473523,3000,2568.879907
-552544,3000,2609.619845
-565530,3000,2736.813454
-538543,3000,2778.609684
-587533,3000,2817.181479
-518536,3000,2857.91704
-542544,3000,2894.945616
-498540,3000,2932.613391
-487532,3000,2972.34763
-517531,3000,3014.238761
-513542,3000,3057.083544
-543537,3000,3096.242104
-476536,3000,3135.562687
-593547,3000,3174.144632
-527530,3000,3211.655068
-606538,3000,3250.819967
-509529,3000,3287.352202
-505538,3000,3322.581317
-477557,3000,3360.954496
-510546,3000,3398.375192
-458532,3000,3438.632827
-456534,3000,3474.235063
-469507,3000,3513.993691
-505545,3000,3554.555599
-513522,3000,3595.436673
-563526,3000,3635.889385
-561532,3000,3672.395844
-477541,3000,3712.852126
-558539,3000,3754.285345
-548544,3000,3791.88728
-575519,3000,3829.808563
-491530,3000,3868.486577
-516545,3000,3907.936344
-533530,3000,3945.716351
-526554,3000,3986.427489
-561541,3000,4026.413405
-522546,3000,4068.402574
-479530,3000,4108.346106
-501547,3000,4144.58757
-499531,3000,4181.209795
-531525,3000,4220.707644
-513525,3000,4256.91088
-466545,3000,4295.566401
-493535,3000,4332.285634
-506543,3000,4371.557358
-518530,3000,4412.488403
-480520,3000,4452.198607
-542536,3000,4492.01316
-579530,3000,4530.761575
-490550,3000,4570.016677
-472504,3000,4610.859988
-477533,3000,4647.355818
-567529,3000,4686.225952
-475528,3000,4723.659858
-542538,3000,4758.785585
-507525,3000,4797.388769
-480515,3000,4836.676445
-481545,3000,4872.681245
-527535,3000,4915.664098
-498534,3000,4952.673907
-461531,3000,4994.508994
-456551,3000,5031.020897
-518520,3000,5068.645882
-510541,3000,5107.233277
-490531,3000,5147.707631
-495529,3000,5185.422059
-449533,3000,5224.293494
-481533,3000,5263.292932
-520534,3000,5301.073811
-441540,3000,5427.062994
-516536,3000,5465.29569
-509530,3000,5502.371569
-494524,3000,5541.726617
-572538,3000,5582.852127
-442524,3000,5621.214911
-454530,3000,5658.420731
-479545,3000,5695.26676
-521540,3000,5736.458681
-582546,3000,5775.219891
-506527,3000,5816.011887
-513549,3000,5856.690858
-521552,3000,5897.867516
-505528,3000,5934.994076
-568549,3000,5974.006606
-518524,3000,6012.050867
-579563,3000,6047.67725
-477542,3000,6085.906943
-503521,3000,6123.69749
-491528,3000,6163.473916
-470538,3000,6204.330631
-538529,3000,6243.378035
-475514,3000,6283.153695
-504527,3000,6323.869226
-507542,3000,6365.406311
-469542,3000,6405.008539
-537541,3000,6444.886879
-518534,3000,6481.917449
-485529,3000,6519.182313
-482531,3000,6554.52799
-525539,3000,6591.849764
-482537,3000,6630.543211
-568544,3000,6667.940017
-484543,3000,6706.59007
-486530,3000,6741.507216
-515511,3000,6780.92861
-497537,3000,6820.729657
-489533,3000,6859.854734
-524543,3000,6898.707859
-505530,3000,6937.057299
-471526,3000,6975.455802
-506547,3000,7016.132802
-508541,3000,7052.139523
-457526,3000,7090.247516
-518529,3000,7129.002551
-525552,3000,7171.152375
-496544,3000,7210.887565
-476525,3000,7247.249045
-514542,3000,7287.51455
-495537,3000,7327.605616
-503546,3000,7367.534532
-484526,3000,7406.794194
-518540,3000,7444.938782
-461527,3000,7481.575817
-584545,3000,7521.659853
-541536,3000,7560.461269
-592551,3000,7599.828677
-487540,3000,7639.868797
-508541,3000,7679.761352
-472541,3000,7718.430817
-553544,3000,7758.989486
-513535,3000,7794.859936
-522544,3000,7835.366309
-512539,3000,7873.231863
-471533,3000,7909.031139
-510554,3000,7946.215758
-489536,3000,7987.451617
-535541,3000,8123.240899
-532530,3000,8163.060888
-501546,3000,8201.412821
-545550,3000,8239.931973
