#{"t_start": 1680501172.1808028, "env_id": null}
r,l,t
-608329,3000,54.958888
-591325,3000,105.738366
-615328,3000,163.126358
-600309,3000,213.433605
-590325,3000,259.977398
-587304,3000,312.809863
-609351,3000,368.484246
-610353,3000,422.39244
-609338,3000,468.165059
-614332,3000,517.385318
-636318,3000,567.095567
-574316,3000,617.204738
-542325,3000,669.171271
-571308,3000,721.088556
-574317,3000,770.851663
-602335,3000,824.301707
-564325,3000,876.409112
-575327,3000,926.786458
-569317,3000,983.248883
-589323,3000,1033.804067
-609326,3000,1085.694985
-599314,3000,1141.665399
-564316,3000,1190.138169
-515314,3000,1239.980049
-625331,3000,1292.666486
-601322,3000,1346.335162
-592319,3000,1396.050588
-573325,3000,1446.459811
-612336,3000,1494.76661
-573308,3000,1544.009392
-560331,3000,1593.474253
-551326,3000,1649.513596
-589304,3000,1700.501258
-620323,3000,1754.922194
-582318,3000,1808.172674
-593308,3000,1863.925784
-572329,3000,1916.732898
-612304,3000,1969.421508
-583334,3000,2023.600876
-549320,3000,2075.770778
-579307,3000,2125.928469
-553301,3000,2180.338173
-554302,3000,2234.849922
-557319,3000,2281.272015
-590325,3000,2334.373422
-624301,3000,2384.97756
-547304,3000,2435.869415
-597338,3000,2486.399863
-611334,3000,2538.071114
-593308,3000,2586.606005
-566318,3000,2639.096919
-564297,3000,2690.320297
-606335,3000,2743.360878
-637314,3000,2796.14798
-617316,3000,2847.766954
-556300,3000,2898.779206
-596310,3000,2945.203859
-558317,3000,2998.932384
-604330,3000,3049.906431
-629335,3000,3100.419515
-564289,3000,3154.551897
-536326,3000,3210.159897
-601325,3000,3264.979566
-582334,3000,3315.878198
-601325,3000,3364.394497
-535322,3000,3418.647873
-586316,3000,3550.436648
-603333,3000,3597.23211
-552321,3000,3647.47062
-606305,3000,3702.94631
-600346,3000,3757.724604
-630348,3000,3806.676464
-579331,3000,3855.378357
-589333,3000,3909.939096
-596303,3000,3961.092947
-559300,3000,4013.612077
-581318,3000,4062.713148
-575327,3000,4112.591984
-566316,3000,4163.096896
-590286,3000,4216.963935
-585323,3000,4267.770729
-574328,3000,4317.363842
-585326,3000,4369.675138
-573317,3000,4419.734693
-533325,3000,4469.67976
-575309,3000,4522.709471
-595315,3000,4571.568709
-589318,3000,4620.70432
-582315,3000,4669.21653
-554308,3000,4721.206904
