#{"t_start": 1676137631.0586042, "env_id": null}
r,l,t
3182,3000,15.030336
3258,3000,30.305757
3032,3000,46.180326
2666,3000,62.009705
3522,3000,76.996478
2808,3000,92.801846
3218,3000,107.94443
3264,3000,123.84216
3024,3000,139.389806
2614,3000,154.477719
3630,3000,169.824984
3040,3000,184.951619
3270,3000,200.715274
2978,3000,215.676572
3452,3000,231.074609
3406,3000,247.153684
3354,3000,262.543712
3170,3000,278.763587
3040,3000,294.43275
3370,3000,309.240813
2836,3000,325.226421
3210,3000,340.189043
2958,3000,355.350079
2584,3000,370.486705
3186,3000,386.114634
3296,3000,400.961665
3232,3000,417.274153
3348,3000,432.976213
2762,3000,448.974389
3332,3000,465.076344
3210,3000,480.957402
3164,3000,496.420868
2880,3000,512.080685
3092,3000,527.454699
3810,3000,543.560969
3524,3000,559.229872
3076,3000,574.661452
3540,3000,589.875703
3024,3000,605.57664
3576,3000,621.173535
3264,3000,636.64263
3268,3000,652.330455
3238,3000,668.31427
3502,3000,683.916697
3644,3000,698.818702
3576,3000,713.99466
3524,3000,730.713945
3622,3000,746.114429
3208,3000,761.083848
3274,3000,776.22022
3724,3000,791.872192
3002,3000,807.243865
3290,3000,824.008313
3884,3000,839.635952
3378,3000,856.470851
3064,3000,873.884363
3330,3000,892.500226
3416,3000,910.001751
3104,3000,927.960609
3808,3000,946.879605
3102,3000,964.757599
3466,3000,983.100734
3832,3000,1001.992239
3216,3000,1019.486712
3320,3000,1037.132271
3348,3000,1054.904101
2904,3000,1090.582988
3432,3000,1108.912464
3082,3000,1127.202352
3548,3000,1144.896392
3498,3000,1162.543287
3286,3000,1181.205742
3270,3000,1200.635002
2716,3000,1218.74591
3736,3000,1236.809835
3232,3000,1255.07547
3808,3000,1273.171561
3454,3000,1291.628231
3572,3000,1309.150599
2702,3000,1327.866171
3012,3000,1345.86675
2922,3000,1365.828042
3558,3000,1384.376814
3512,3000,1402.641741
3652,3000,1420.842163
3684,3000,1438.777171
3020,3000,1457.029316
3808,3000,1474.820557
3454,3000,1493.402984
3496,3000,1510.636115
3614,3000,1529.189927
3862,3000,1547.798411
3388,3000,1566.324022
3474,3000,1585.324691
3960,3000,1603.431867
3644,3000,1621.095207
3310,3000,1639.730861
3678,3000,1657.437244
2914,3000,1674.865647
3110,3000,1694.057999
3600,3000,1712.534763
3132,3000,1731.06378
3536,3000,1749.239861
3824,3000,1767.401347
3366,3000,1785.475825
3424,3000,1804.091562
3676,3000,1822.544592
3486,3000,1841.116064
3384,3000,1859.711591
3618,3000,1878.129707
3902,3000,1896.606866
3452,3000,1915.239167
3674,3000,1933.047474
3338,3000,1951.287381
3352,3000,1968.967984
3274,3000,1987.033591
3470,3000,2004.700261
3650,3000,2022.724329
3750,3000,2039.802075
3502,3000,2057.414847
3386,3000,2074.649496
3426,3000,2092.91007
4038,3000,2110.514288
3256,3000,2128.327368
3360,3000,2145.414071
3668,3000,2162.95094
3006,3000,2180.454567
4162,3000,2198.244935
4192,3000,2216.164462
3488,3000,2234.064334
4024,3000,2251.517934
3838,3000,2269.378231
3786,3000,2287.800623
3994,3000,2322.395052
3332,3000,2341.527377
3702,3000,2359.17839
3912,3000,2377.227515
3564,3000,2395.939954
3406,3000,2413.816558
3338,3000,2430.800266
3488,3000,2449.286586
3738,3000,2466.772617
3376,3000,2484.91701
3688,3000,2502.850822
3450,3000,2521.243555
3812,3000,2539.595466
3622,3000,2557.571887
3584,3000,2575.033916
3616,3000,2592.756089
3602,3000,2610.318801
