#{"t_start": 1680175699.3639042, "env_id": null}
r,l,t
-384508,3000,13.509725
-368212,3000,26.997778
-389772,3000,41.333134
-381320,3000,55.333806
-375464,3000,68.468915
-359668,3000,82.365626
-370444,3000,96.487847
-355368,3000,110.077725
-374088,3000,124.023421
-409296,3000,137.747849
-385368,3000,151.791103
-372436,3000,166.863811
-379456,3000,180.469505
-355296,3000,193.814815
-370404,3000,207.220556
-385336,3000,221.710588
-383208,3000,235.107873
-366528,3000,248.778109
-405360,3000,262.461642
-386416,3000,275.713938
-380448,3000,290.626303
-388288,3000,304.153606
-409436,3000,317.845492
-366292,3000,331.095324
-367444,3000,345.008663
-386304,3000,358.79383
-357468,3000,372.310167
-373368,3000,386.212195
-364360,3000,399.762424
-367624,3000,413.403921
-372180,3000,427.480589
-434368,3000,442.02769
-363284,3000,455.844712
-325036,3000,470.186018
-372272,3000,484.986753
-373324,3000,500.090632
-393276,3000,514.507683
-372352,3000,529.522062
-380232,3000,544.394554
-356240,3000,560.037559
-379052,3000,574.242587
-397408,3000,588.90764
-367336,3000,603.804199
-396460,3000,617.745951
-363460,3000,632.080997
-377208,3000,647.952127
-339932,3000,662.654853
-393092,3000,676.910972
-370216,3000,691.510207
-361208,3000,706.328803
-373604,3000,720.678323
-392472,3000,734.438592
-354452,3000,749.405529
-365432,3000,763.138987
-392320,3000,778.524073
-384468,3000,793.009787
-397320,3000,807.847808
-373184,3000,821.298584
-350140,3000,835.422426
-376280,3000,848.894102
-355180,3000,862.352196
-367352,3000,876.868735
-390472,3000,890.980414
-374384,3000,904.817363
-343184,3000,917.753377
-355436,3000,931.33893
-387504,3000,956.688087
-374260,3000,970.694804
-390384,3000,984.325362
-386532,3000,997.86364
-326048,3000,1010.698842
-351348,3000,1024.14343
-371416,3000,1038.3852
-384080,3000,1051.853776
-358224,3000,1065.460813
-335128,3000,1079.349683
-365048,3000,1092.943129
-350132,3000,1106.888209
-341348,3000,1120.048769
-361232,3000,1133.760913
-374044,3000,1147.196235
-366448,3000,1160.924551
-350928,3000,1174.207281
-365104,3000,1188.229867
-373204,3000,1201.444401
-358040,3000,1215.094445
-334200,3000,1228.021174
-361124,3000,1241.997102
-364372,3000,1255.076947
-382272,3000,1269.05144
-353224,3000,1282.576431
-340064,3000,1296.175111
-365036,3000,1309.988022
-375512,3000,1323.567212
-340076,3000,1337.04558
-340224,3000,1350.589058
-397404,3000,1364.290185
-354160,3000,1378.087452
-330184,3000,1391.839987
-349464,3000,1406.110243
-345224,3000,1419.762835
-354172,3000,1433.530547
-355132,3000,1447.416973
-355192,3000,1460.926832
-391240,3000,1474.737539
-350204,3000,1488.676059
-346076,3000,1501.813449
-341132,3000,1515.330046
-330408,3000,1528.785078
-313160,3000,1541.778995
-369400,3000,1554.876623
