#{"t_start": 1676138567.7371607, "env_id": null}
r,l,t
6872,3000,69.977835
7006,3000,137.320316
7580,3000,199.624622
7410,3000,264.321857
7418,3000,327.884825
7356,3000,390.473775
6902,3000,454.392792
6534,3000,516.159616
6280,3000,580.646158
7236,3000,641.76589
6864,3000,704.786297
7068,3000,766.532565
7666,3000,826.766536
8286,3000,891.530237
5870,3000,952.714659
7686,3000,1017.295211
6870,3000,1080.907337
7612,3000,1143.281772
8070,3000,1204.510072
6754,3000,1269.468698
7622,3000,1335.016334
7118,3000,1399.264465
7066,3000,1462.703895
7660,3000,1524.738339
7256,3000,1586.925921
7022,3000,1650.089903
7106,3000,1715.031477
7042,3000,1777.379245
7460,3000,1843.41691
7126,3000,1908.255026
8228,3000,1971.696415
7738,3000,2033.043322
7772,3000,2099.21369
6858,3000,2163.222366
7142,3000,2222.369103
7070,3000,2286.534369
7590,3000,2348.402366
6870,3000,2410.897542
7264,3000,2475.057199
7158,3000,2538.138376
7116,3000,2607.1729
6080,3000,2673.141788
7302,3000,2735.442729
6818,3000,2798.30949
8012,3000,2861.420119
6112,3000,2924.333905
7286,3000,2987.926128
7392,3000,3053.222226
6410,3000,3121.70241
7486,3000,3191.679983
6878,3000,3258.031283
6910,3000,3321.449781
6750,3000,3388.946396
7364,3000,3454.500115
7136,3000,3520.384766
6722,3000,3588.6845
7024,3000,3654.084635
6606,3000,3724.260381
7302,3000,3790.97593
7020,3000,3855.691916
7518,3000,3918.695573
6430,3000,3983.182758
6522,3000,4048.377666
7556,3000,4111.875861
7686,3000,4180.755765
6978,3000,4246.783464
6496,3000,4631.025982
6168,3000,4699.847911
7070,3000,4763.33172
7228,3000,4828.965724
7010,3000,4898.660077
6830,3000,4964.746403
7290,3000,5032.771523
6924,3000,5094.689618
7698,3000,5155.286379
7678,3000,5220.893834
7238,3000,5285.282884
6856,3000,5347.750476
7460,3000,5411.486151
6524,3000,5471.238581
6868,3000,5534.326602
8024,3000,5600.976113
6478,3000,5664.039831
7048,3000,5725.806915
8034,3000,5790.519211
6704,3000,5857.539068
7192,3000,5926.007072
7526,3000,5990.742142
7160,3000,6052.588553
7622,3000,6114.718982
7286,3000,6177.356536
7132,3000,6240.553551
6782,3000,6306.710465
7804,3000,6370.114868
7258,3000,6434.654025
7086,3000,6501.150721
8210,3000,6562.085533
7352,3000,6627.359258
7652,3000,6690.422602
7324,3000,6751.903693
7044,3000,6815.245027
7212,3000,6877.776176
7286,3000,6940.713681
7262,3000,7004.038123
7466,3000,7065.28261
6944,3000,7129.486746
7560,3000,7193.445051
7004,3000,7257.43741
8276,3000,7319.275273
7538,3000,7382.924147
7436,3000,7441.594836
7786,3000,7504.828698
7652,3000,7564.735111
8012,3000,7627.848429
7620,3000,7690.263137
8090,3000,7757.827749
7464,3000,7820.635226
8196,3000,7882.169877
7832,3000,7947.597432
8058,3000,8015.52833
7416,3000,8080.743762
7636,3000,8144.289943
8106,3000,8208.106956
8402,3000,8269.078339
6704,3000,8330.464701
7384,3000,8392.529299
7940,3000,8453.082613
8156,3000,8511.400878
7410,3000,8573.563165
8182,3000,8636.027991
7110,3000,8700.532831
7800,3000,8763.445972
8380,3000,8824.790387
7388,3000,9121.21917
7566,3000,9182.393595
7652,3000,9245.653214
8172,3000,9305.571162
8364,3000,9364.226304
7568,3000,9421.078177
9540,3000,9482.914412
8058,3000,9548.565949
8062,3000,9609.191168
7716,3000,9672.852739
8458,3000,9737.59072
7266,3000,9799.664821
8350,3000,9860.604601
8212,3000,9925.676139
8242,3000,9986.108613
8092,3000,10043.096811
8320,3000,10106.719736
7558,3000,10165.907149
8272,3000,10226.441883
7916,3000,10288.311753
7720,3000,10352.207896
7496,3000,10414.393961
9244,3000,10479.705424
7756,3000,10542.947331
7760,3000,10603.653365
7788,3000,10663.79274
8158,3000,10724.752727
8184,3000,10788.946484
7154,3000,10849.818465
8584,3000,10909.839391
7900,3000,10969.495007
8250,3000,11025.972138
8786,3000,11085.92594
7350,3000,11144.69217
8112,3000,11205.428215
7970,3000,11265.377246
8202,3000,11324.238726
8424,3000,11384.54379
7318,3000,11447.053481
7432,3000,11508.334985
8438,3000,11569.315893
8654,3000,11631.659577
7726,3000,11693.944409
8664,3000,11754.900969
8822,3000,11812.061144
8298,3000,11868.479662
8096,3000,11928.979335
7968,3000,11993.410759
7468,3000,12054.35716
7364,3000,12114.721157
7890,3000,12176.724475
8970,3000,12241.406422
7956,3000,12300.493266
8122,3000,12357.083937
7826,3000,12416.202473
9256,3000,12476.630077
9268,3000,12536.0968
8740,3000,12595.036928
8862,3000,12654.571589
