#{"t_start": 1676274296.1922922, "env_id": null}
r,l,t
9552,3000,105.425188
10376,3000,209.13811
9932,3000,310.709758
9982,3000,422.8987
9996,3000,533.995992
10186,3000,639.310543
10270,3000,746.562613
9980,3000,853.013576
10410,3000,960.456138
10614,3000,1074.67936
10640,3000,1183.241447
10388,3000,1289.700435
10490,3000,1403.152872
10688,3000,1509.855722
10160,3000,1610.79427
10708,3000,1712.828732
11488,3000,1818.820388
11330,3000,1919.553223
9966,3000,2020.856997
10252,3000,2120.387193
11166,3000,2220.818299
9546,3000,2320.813798
10328,3000,2418.725951
10158,3000,2518.748506
10902,3000,2625.099155
10886,3000,2726.925601
10686,3000,2828.7726
9880,3000,2934.585842
9974,3000,3037.968403
8922,3000,3137.504205
10728,3000,3237.492238
10184,3000,3340.686848
10586,3000,3441.292997
9936,3000,3544.161398
9704,3000,3643.060578
9944,3000,3744.803727
11024,3000,3845.921973
9822,3000,3944.929594
9790,3000,4047.661517
9848,3000,4149.037546
10418,3000,4252.775463
9496,3000,4354.509947
9836,3000,4455.036609
10540,3000,4556.657587
9870,3000,4656.104951
10812,3000,4760.463637
9900,3000,4863.795899
10112,3000,4971.666016
9632,3000,5075.097843
10718,3000,5178.545928
9664,3000,5276.735457
9664,3000,5376.303029
9480,3000,5478.14915
10186,3000,5586.816433
10344,3000,5694.427446
9704,3000,5794.044001
10600,3000,5893.44008
9842,3000,5997.573709
9650,3000,6100.088961
10132,3000,6208.690777
9936,3000,6313.96423
9876,3000,6415.670686
10354,3000,6519.660196
10548,3000,6623.481183
9666,3000,6726.031466
10668,3000,6825.306804
10266,3000,7532.683923
9906,3000,7642.082255
10610,3000,7751.620471
10144,3000,7862.375066
10166,3000,7967.325926
10078,3000,8073.611729
10376,3000,8178.586571
9842,3000,8282.560768
10418,3000,8390.566735
10600,3000,8493.541702
9948,3000,8596.91153
10338,3000,8698.483143
9856,3000,8809.750373
9884,3000,8909.427273
9774,3000,9012.380058
10350,3000,9115.079452
10070,3000,9218.300241
10660,3000,9318.627073
9932,3000,9425.987172
9896,3000,9528.937629
10224,3000,9629.537966
11426,3000,9731.18354
10742,3000,9829.731742
9580,3000,9930.814183
10394,3000,10036.234219
10208,3000,10142.876899
9366,3000,10244.678855
10392,3000,10351.9854
11012,3000,10457.375125
10060,3000,10559.625799
10014,3000,10662.16024
10222,3000,10764.247805
10140,3000,10864.711852
10418,3000,10965.115798
10890,3000,11071.548768
9094,3000,11175.661618
9646,3000,11277.035336
10274,3000,11377.73859
9990,3000,11479.163374
10384,3000,11576.676164
10256,3000,11677.0949
10440,3000,11780.121634
10926,3000,11887.278635
10838,3000,11990.980531
11290,3000,12095.227748
10334,3000,12200.524637
10228,3000,12301.789039
11642,3000,12405.827879
10774,3000,12510.965639
9390,3000,12619.698669
10184,3000,12726.277652
9898,3000,12826.086355
9872,3000,12926.207136
10914,3000,13031.293679
10204,3000,13135.181345
9754,3000,13238.86051
10088,3000,13339.6146
10820,3000,13445.67499
10684,3000,13546.423121
10106,3000,13649.680236
8742,3000,13751.536377
9742,3000,13855.351815
10400,3000,13953.928795
10344,3000,14057.860805
11204,3000,14158.893508
10246,3000,14259.069276
10128,3000,14356.938823
11256,3000,15106.263005
10172,3000,15230.332645
10402,3000,15351.762007
10570,3000,15468.263664
10006,3000,15590.260463
10218,3000,15700.565728
10608,3000,15821.661005
9370,3000,15933.89862
9760,3000,16058.479954
9892,3000,16172.834566
10288,3000,16291.73352
