#{"t_start": 1676137630.15092, "env_id": null}
r,l,t
3204,3000,16.530476
3344,3000,34.074606
3290,3000,52.512408
3886,3000,69.801952
3332,3000,87.345249
2982,3000,105.043411
3278,3000,122.927843
4104,3000,140.476381
3414,3000,157.895355
3176,3000,174.766105
3454,3000,192.653148
3836,3000,210.692237
3266,3000,228.287998
3430,3000,245.877602
4014,3000,263.599843
3826,3000,281.454417
3172,3000,298.992661
3746,3000,317.70487
3970,3000,335.250207
3984,3000,352.481808
3570,3000,369.414489
4322,3000,386.859974
3508,3000,404.784517
3910,3000,422.438157
4036,3000,440.599916
3496,3000,458.397925
3520,3000,476.414225
3592,3000,494.144146
3416,3000,511.110685
3824,3000,528.524876
3492,3000,545.840778
3912,3000,562.888144
3324,3000,581.26029
4014,3000,599.559515
3988,3000,616.846039
3826,3000,634.377547
3740,3000,651.547175
3852,3000,669.434385
3782,3000,687.303887
3488,3000,704.612978
3284,3000,723.027235
4382,3000,740.464935
3820,3000,758.542157
3076,3000,776.854165
3470,3000,793.687382
4058,3000,812.106605
3776,3000,830.537534
3606,3000,849.719916
3586,3000,869.126389
3746,3000,887.975818
4112,3000,908.459457
3658,3000,929.116483
3690,3000,950.962155
3826,3000,971.359075
3460,3000,993.082084
3712,3000,1013.678307
4072,3000,1034.163392
4842,3000,1054.541326
4074,3000,1075.163367
4348,3000,1095.73106
3694,3000,1117.304375
3514,3000,1138.042851
3586,3000,1158.851605
4024,3000,1178.977095
4270,3000,1201.322863
3702,3000,1222.549489
3652,3000,1257.046165
3576,3000,1277.107411
3906,3000,1296.892886
4178,3000,1317.774643
4426,3000,1337.78807
3760,3000,1357.506538
4034,3000,1378.485553
3992,3000,1398.895044
3942,3000,1418.618441
4098,3000,1438.880431
3972,3000,1459.424953
3642,3000,1480.750675
4248,3000,1500.758662
3948,3000,1521.637617
3986,3000,1542.005432
3854,3000,1562.900642
4126,3000,1582.91141
4256,3000,1603.231897
4446,3000,1623.617062
4358,3000,1644.608073
3944,3000,1664.683989
3656,3000,1685.247225
4138,3000,1705.162798
3648,3000,1725.3118
3874,3000,1746.455515
3804,3000,1766.688772
4388,3000,1788.272692
4200,3000,1808.449389
3882,3000,1828.643665
4234,3000,1848.762501
3342,3000,1869.253466
3854,3000,1889.33721
4306,3000,1908.984384
4518,3000,1928.676773
3684,3000,1948.659535
4102,3000,1968.889213
4156,3000,1988.864503
4140,3000,2008.802586
3546,3000,2029.683944
3974,3000,2049.43891
4158,3000,2069.443841
3974,3000,2089.208768
4744,3000,2109.855106
4738,3000,2130.213509
3862,3000,2150.263018
4476,3000,2170.965454
4406,3000,2190.882359
4172,3000,2210.934935
4588,3000,2231.512984
4144,3000,2251.519733
4064,3000,2270.934655
4242,3000,2291.23481
4310,3000,2311.179472
4468,3000,2331.427165
3984,3000,2351.301512
3846,3000,2371.45325
3468,3000,2391.541649
4762,3000,2411.799506
3832,3000,2431.748623
4564,3000,2451.442172
4258,3000,2471.189943
4504,3000,2490.404729
5168,3000,2510.041648
4380,3000,2530.064328
4612,3000,2550.454657
4040,3000,2571.809055
3984,3000,2592.853124
4356,3000,2625.745279
4106,3000,2646.086151
4258,3000,2665.647397
4594,3000,2685.272397
4238,3000,2705.645308
3748,3000,2727.023167
4430,3000,2747.763947
4122,3000,2768.356143
3992,3000,2788.84346
4250,3000,2809.1691
4484,3000,2829.121735
4376,3000,2850.117303
4194,3000,2869.98725
4284,3000,2890.073965
4656,3000,2910.782986
4750,3000,2931.56151
4448,3000,2951.226447
4014,3000,2971.461404
3994,3000,2991.664953
4248,3000,3011.538827
4292,3000,3032.024665
4086,3000,3051.331336
4676,3000,3070.979099
4896,3000,3091.31951
4590,3000,3112.35043
4194,3000,3131.673499
4438,3000,3151.924031
4198,3000,3173.114436
4494,3000,3193.620507
4364,3000,3215.504288
4646,3000,3236.14931
4162,3000,3257.576666
4564,3000,3277.774606
4090,3000,3298.838019
4632,3000,3319.419814
4422,3000,3339.953186
4468,3000,3360.712643
4596,3000,3381.050025
4080,3000,3401.300325
4146,3000,3421.757635
4096,3000,3441.187349
4276,3000,3460.545581
4250,3000,3481.029274
4996,3000,3501.23163
4502,3000,3522.085262
4704,3000,3542.209109
4206,3000,3562.180368
4220,3000,3582.849949
4170,3000,3602.401793
4644,3000,3622.031173
4378,3000,3642.3886
4452,3000,3662.898931
3928,3000,3683.072672
4394,3000,3702.88953
4692,3000,3723.515461
4424,3000,3744.115432
4858,3000,3764.383876
4070,3000,3784.058948
4498,3000,3804.933842
4572,3000,3825.232024
4406,3000,3844.540052
4368,3000,3865.436907
4276,3000,3885.426441
4380,3000,3905.308736
4682,3000,3925.830787
5002,3000,3946.075577
5066,3000,3965.896213
4532,3000,4000.738895
4638,3000,4020.943937
4032,3000,4041.540329
4658,3000,4062.158744
4736,3000,4081.180508
4810,3000,4101.671929
4926,3000,4121.157244
5150,3000,4140.311826
