#{"t_start": 1680175658.0623527, "env_id": null}
r,l,t
-413916,3000,10.056856
-366516,3000,19.306179
-367756,3000,28.777525
-344764,3000,38.931093
-387768,3000,50.380505
-352612,3000,63.502955
-355900,3000,75.970005
-354740,3000,88.478958
-365640,3000,101.334094
-362672,3000,113.83809
-385856,3000,126.829277
-381712,3000,138.87678
-369764,3000,151.309464
-360560,3000,163.653493
-325660,3000,176.223961
-367848,3000,189.773007
-373832,3000,203.447234
-355704,3000,216.091647
-399928,3000,228.322119
-384612,3000,240.632905
-388876,3000,253.981469
-384700,3000,266.976925
-374524,3000,280.124721
-357652,3000,292.029913
-360700,3000,305.116612
-360664,3000,317.527944
-332688,3000,329.781291
-371884,3000,342.257663
-362668,3000,355.198193
-335552,3000,367.844825
-397656,3000,380.805243
-408828,3000,393.656614
-356880,3000,406.817931
-354508,3000,418.913261
-353632,3000,431.658266
-365600,3000,444.238165
-371588,3000,456.997276
-389644,3000,470.524018
-365728,3000,483.25544
-365640,3000,497.093373
-399680,3000,510.90303
-361408,3000,524.864836
-373912,3000,539.038517
-376532,3000,551.493906
-368460,3000,563.738342
-377680,3000,576.253262
-349752,3000,589.911421
-377388,3000,602.866226
-389656,3000,617.7313
-388020,3000,632.268457
-354440,3000,646.176105
-371372,3000,660.103793
-368940,3000,675.078165
-351676,3000,689.797225
-401536,3000,703.462663
-375824,3000,717.718638
-343460,3000,730.418303
-371848,3000,743.075425
-359456,3000,755.32907
-372688,3000,768.971684
-354744,3000,783.252802
-350796,3000,796.280516
-403956,3000,809.296499
-343580,3000,822.785329
-366756,3000,835.960473
-355680,3000,850.030026
-354360,3000,875.277719
-341476,3000,890.488089
-337680,3000,904.665101
-371780,3000,917.78152
-352644,3000,930.725631
-379556,3000,943.894318
-366628,3000,956.858316
-370604,3000,969.249867
-375724,3000,982.037084
-360748,3000,994.577839
-374864,3000,1007.421597
-312640,3000,1019.141287
-335776,3000,1031.134526
-407732,3000,1044.136231
-348676,3000,1056.383956
-338668,3000,1069.374454
-381504,3000,1081.752882
-344432,3000,1094.466326
-338484,3000,1106.73837
-335768,3000,1119.019704
-350564,3000,1131.264852
-377988,3000,1144.125108
-333368,3000,1156.448285
-380572,3000,1169.708558
-341480,3000,1182.535785
-322624,3000,1195.226113
-357316,3000,1207.864027
-359584,3000,1220.999683
-347724,3000,1233.348464
-357576,3000,1245.797501
-377616,3000,1258.559124
-334388,3000,1270.67241
-347364,3000,1283.116933
-348828,3000,1295.615151
-329632,3000,1307.958009
-346568,3000,1319.963977
-369684,3000,1332.709998
-357348,3000,1344.838189
-377708,3000,1357.06109
-352440,3000,1370.323974
-311424,3000,1382.673315
-355652,3000,1395.401438
-325688,3000,1408.654566
-342548,3000,1420.688699
-394800,3000,1433.262812
-348664,3000,1445.662165
-354572,3000,1457.695752
-357384,3000,1469.940743
-327644,3000,1482.180245
-358376,3000,1495.162164
-353516,3000,1507.975886
-354396,3000,1520.669262
-334372,3000,1532.900204
-363412,3000,1545.559112
-372636,3000,1558.01056
-341608,3000,1570.796827
-378528,3000,1582.663972
-336772,3000,1595.137395
